day,word,definition,difficulty,korean
25,habitat,[n] the natural home of a plant or animal,2,"서식지, 거주지"
25,preserve,[v] to protect something from harm or loss; [v] to keep something in its original state,2,보호하다; 보존하다
25,purify,[v] to remove dirty or harmful substances from something,2,"정화하다, 깨끗이 하다; 정제하다"
25,eco-friendly,[adj] not harmful to the natural environment,2,환경친화적인
25,sustainable,[adj] able to continue for a long time without harming the environment; [adj] able to be kept at a certain level,2,지속 가능한; 오랫동안 지속[유지]할 수 있는
26,pregnant,[adj] (of a woman or female animal) having a baby developing inside her body,2,"임신한, 임신하고 있는"
26,adolescent,[n] a young person who is developing from a child into an adult; [adj] relating to young people in this stage,2,(사춘기) 청소년(의)
26,perish,"[v] to die, especially in a sudden violent way; [v] to be destroyed or disappear",2,(갑자기) 죽다; 멸망하다; 사라지다
26,doom,"[n] death, destruction or a terrible fate that cannot be avoided; [v] to make someone certain to fail or suffer",2,"불운, 파멸; (불행한) 운명을 맞게 하다"
26,grave,[n] a place in the ground where a dead body is buried; [adj] very serious and worrying,2,"무덤; 중대한, 심각한; 엄숙한"
26,legacy,[n] money or property that someone leaves to you after they die; [n] something that exists as a result of past events,2,"유산, 유물, 물려받은 것"
26,heir,[n] a person who will receive money or property when someone dies; [n] a person who will take over a position or role,2,"상속인; 계승자, 후계자"
26,parental,[adj] relating to a mother or father,2,"부모의, 어버이로서의"
26,sibling,[n] a brother or sister,2,형제자매
26,offspring,[n] a person's child or children; [n] the young of an animal,2,"자식, 자손; (동물의) 새끼"
26,fellow,[n] a person who you work or study with; [n] a man or boy,2,"동료, 친구; 녀석"
26,bride,[n] a woman on her wedding day or just before or after it,2,"신부, 새색시"
26,nurture,[v] to take care of a child while it is growing; [v] to help something develop,2,"(아이를) 기르다, 양육하다; 양성[육성]하다"
26,quarrel,[v] to have an angry argument; [n] an angry argument or disagreement,2,"다투다, 언쟁을 벌이다; 다툼, 언쟁"
26,alienate,[v] to make someone feel that they do not belong or are no longer friendly,2,"(사람을) 소원하게 하다, 멀리하다"
26,divorce,[n] the legal ending of a marriage; [v] to legally end a marriage; [v] to separate two things,2,"이혼(하다); 분리(하다), 단절(시키다)"
26,farewell,[n] the act of saying goodbye; [adj] done to mark someone's leaving,2,"작별 (인사); 작별의, 고별의"
26,reconcile,[v] to make people become friends again after an argument; [v] to find a way to make two ideas or facts agree,2,"화해시키다; 일치시키다, 조화시키다"
26,discipline,[n] the practice of training people to obey rules; [n] the ability to control your behavior; [n] a subject of study,2,"훈련(하다), 단련(하다); 규율; 자제(심); 학과"
26,aptitude,[n] a natural ability or skill for doing something,2,"소질, 적성"
26,expertise,[n] special skill or knowledge in a particular subject,2,전문 지식[기술]
26,scholar,"[n] a person who studies a subject in great detail, especially at a university; [n] a student who has been given money to pay for their studies",2,학자; 장학생
26,guideline,[n] a rule or piece of advice about how something should be done,2,"가이드라인, 지침, 지표"
26,encyclopedia,"[n] a book or set of books giving information on many subjects, usually arranged alphabetically",2,백과사전
26,secondary,[adj] relating to education for children between 11 and 18; [adj] less important than something else,2,"중등교육[학교]의; 이차적인, 부수적인"
26,faculty,[n] a department or group of departments in a university; [n] all the teachers of a university or school; [n] a natural ability,2,"(대학의) 학부; 교수진; (타고난) 능력, 재능"
26,dormitory,[n] a large building at a college where students live,2,기숙사
26,tuition,[n] the money that you pay to be taught at a school or university,2,"수업료, 등록금"
26,sophomore,[n] a student in the second year of high school or university,2,"(년제 대학, 고교의) 학년생"
26,undergraduate,[n] a university student who is studying for a first degree,2,"대학생, 학부생"
26,diploma,[n] an official document showing that a student has completed a course of study,2,"졸업장, 수료증; 학위 (증서)"
26,bachelor,[n] a person who has a first university degree; [n] a man who has never married,2,학사; 미혼[독신] 남자
26,issue,[n] an important topic that people are discussing or arguing about; [v] to officially give or produce something,2,"쟁점; 발표(하다); (잡지, 면허증 등을) 발행(하다)"
26,cast,[v] to throw something somewhere; [v] to direct a look or smile at someone; [n] all the actors in a play or film,2,"던지다; (시선, 미소 등을) 보내다; 배역(을 맡기다); 주조하다"
26,deliver,[v] to take goods or letters to a place; [v] to give a speech or talk; [v] to help a woman give birth,2,"배달하다; (연설, 강연 등을) 하다; (아기를) 출산하다"
27,linguistic,[adj] relating to language or the study of language,2,"언어의, 언어학의"
27,bilingual,[adj] able to speak two languages equally well; [n] a person who speaks two languages,2,개 국어를 할 줄 아는; 이중 언어 사용자
27,usage,[n] the way that words are used in a language; [n] the amount of something that is used,2,"(단어의) 용법, 어법; 사용(량)"
27,verbal,[adj] relating to words; [adj] spoken rather than written,2,"언어의; (글이 아닌) 구두(口頭)의, 말로 된"
27,vowel,"[n] a speech sound made with the mouth open, such as a, e, i, o, u, or a letter that represents it",2,모음 (글자)
27,intonation,[n] the rise and fall of the voice in speaking,2,"억양, 어조"
27,pronounce,[v] to make the sound of a word or letter in a particular way; [v] to state something officially and publicly,2,발음하다; (공개적으로) 선언하다
27,utter,[v] to make a sound or say something; [adj] complete; used to emphasize something,2,"말을 하다; 소리를 내다; 완전한, 순전한"
27,fluent,[adj] able to speak a language easily and well,2,(특히 외국어가) 유창한
27,dialect,[n] a form of a language spoken in one area with its own words and pronunciation,2,"방언, 사투리"
27,analogy,[n] a comparison between two things that shows they are similar; [n] a similarity between things,2,비유; 유사점
27,metaphor,"[n] a word or phrase used to describe something as if it were something else, to show a similarity",2,"은유, 비유"
27,exaggerate,"[v] to describe something as larger, better or worse than it really is",2,과장하다
27,paradox,[n] a statement or situation that seems impossible because it has two opposite facts that are both true,2,역설; 역설적인 사람[일]
27,irony,[n] a situation that is strange or funny because it is the opposite of what you expect; [n] the use of words that say the opposite of what you mean,2,"모순, 아이러니(한 상황); 반어(법)"
27,discourse,[n] serious speech or writing on a particular subject; [v] to talk or write about something at length,2,"(특정 주제에 대한) 담화, 담론; 이야기하다"
27,profess,[v] to state openly that you have a feeling or belief; [v] to claim something that is not true,2,"(감정, 믿음 등을) 고백하다; (사실이 아닌 것을) 주장하다"
27,murmur,"[v] to say something in a soft, quiet voice; [n] a quiet, low sound of voices",2,"속삭이다, 중얼거리다; 속삭임"
27,exclaim,[v] to say something suddenly and loudly because of strong emotion,2,"소리치다, 외치다"
27,vow,[n] a serious promise; [v] to make a serious promise to do something,2,"맹세(하다), 서약(하다)"
27,pledge,[n] a serious promise; [v] to formally promise to do or give something,2,"(굳게) 약속(하다), 맹세(하다)"
27,urge,[v] to strongly advise or try to persuade someone to do something; [n] a strong desire to do something,2,"강력히 권고하다; (강한) 욕구, 충동"
27,dispute,[n] a disagreement or argument between people or groups; [v] to argue or disagree with something,2,"분쟁, 논쟁; 논쟁하다; 반박하다"
27,justify,[v] to give a good reason for something that others think is wrong; [v] to show that something is right or reasonable,2,정당화하다; 옳음을 증명하다
27,advocate,[v] to publicly support a policy or way of doing things; [n] a person who publicly supports an idea or cause,2,지지[옹호]하다; 지지[옹호]자; 변호사
27,draft,[n] a first version of a piece of writing that is not yet finished; [v] to choose someone for a special purpose; [n] a system of ordering people to join the army,2,초안(을 작성하다); 선발하다; 징병(하다)
27,plot,[n] the series of events that form the story of a book or film; [n] a secret plan to do something harmful,2,"(책, 영화 등의) 줄거리(를 짜다); 음모(를 꾸미다)"
27,genre,"[n] a particular type or style of art, literature, music or film",2,"(예술 작품의) 장르, 유형"
27,narrative,"[n] a description of events, especially in a story; [adj] telling a story",2,"서술, 이야기; 이야기의"
27,lyric,[adj] expressing personal emotions in a song-like way; [n] the words of a song,2,서정시(의); 노래 가사
27,myth,[n] an ancient story about gods and heroes that explains natural or historical events; [n] a false belief that many people have,2,신화; 근거 없는 믿음
27,humorous,[adj] funny and making people laugh,2,"재미있는, 유머러스한"
27,monotonous,[adj] never changing and therefore boring,2,"단조로운, 지루한"
27,gloomy,[adj] feeling sad and without hope; [adj] dark in a way that makes you feel sad,2,"우울한, 침울한; 어둑어둑한"
27,solemn,[adj] very serious and not happy or smiling,2,"엄숙한, 근엄한"
27,account,[n] an arrangement with a bank to keep your money there; [n] a written or spoken description of an event; [n] a reason or explanation,2,계좌; 계정; 장부; 설명(하다); 이유
27,note,[n] a short piece of writing to help you remember something; [n] a piece of paper money; [v] to notice or pay attention to something,2,메모; 지폐; 주목하다; 언급하다; 어조; 분위기
28,rational,[adj] based on reason rather than emotions; sensible,2,"이성적인, 합리적인"
28,logic,[n] a way of thinking or reasoning that is sensible; [n] the science of reasoning,2,논리(학); 타당성
28,coherent,[adj] (of ideas or arguments) logical and well organized; [adj] able to express yourself clearly,2,일관성[통일성] 있는; 논리 정연한
28,factual,[adj] based on or containing facts,2,"사실의, 사실에 입각한"
28,contemplate,[v] to think about whether to do something; [v] to think deeply about something for a long time; [v] to look at something for a long time,2,고려하다; 심사숙고하다; 응시하다
28,ponder,[v] to think carefully about something for a long time,2,"숙고하다, 곰곰이 생각하다"
28,meditate,[v] to think seriously about something for a long time; [v] to focus your mind in silence to relax or for religious reasons,2,숙고하다; 명상하다
28,presume,[v] to believe something is true without having proof,2,"(사실로) 추정하다, 여기다"
28,quest,[n] a long search for something that is difficult to find,2,"탐구, 탐색, 추구"
28,embody,"[v] to express or represent an idea or quality in a clear, visible form",2,"구현하다, 구체적으로 표현하다"
28,cognitive,"[adj] relating to the mental processes of thinking, understanding and learning",2,"인지의, 인식의"
28,insight,"[n] the ability to understand the true nature of something; [n] a clear, deep understanding of something",2,"통찰력; 이해, 간파"
28,intuition,[n] the ability to know or understand something without thinking about it or using reason; [n] a feeling that something is true,2,직관(력); 직감
28,viewpoint,[n] a way of thinking about a subject; a point of view,2,"견해, 관점"
28,perspective,[n] a particular way of thinking about something; [n] a view of a wide area; [n] a way of drawing that shows depth and distance,2,"관점, 시각; 전망, 경치; 원근법"
28,outlook,[n] a person's general attitude to life and the world; [n] what is likely to happen in the future,2,"관점, 견해; (앞으로의) 전망, 예측; 경치"
28,notion,"[n] an idea, belief or opinion about something",2,"관념, 개념, 생각"
28,criteria,[n] standards or principles used for judging or deciding something,2,"기준, 표준"
28,bias,[n] an unfair preference for or against someone or something; [v] to influence someone unfairly,2,"편견, 선입견; 편견[선입견]을 갖게 하다"
28,prejudice,[n] an unfair dislike or opinion of someone that is not based on reason; [v] to influence someone to have an unfair opinion,2,"편견, 선입견; 편견[선입견]을 갖게 하다"
28,fallacy,[n] a false idea that many people believe; [n] a mistake in reasoning,2,그릇된 생각; 오류
28,obsess,[v] to fill someone's mind continuously so that they cannot think of anything else,2,"(생각 등이 마음을) 사로잡다, 집착하게 하다"
28,ego,[n] a person's sense of their own value and importance; [n] too much pride in yourself,2,"자아; 자부심, 자존심"
28,ideology,"[n] a set of beliefs, especially political ones, on which a system or group is based",2,"이념, 이데올로기"
28,pessimism,[n] a feeling that bad things will happen and things will not get better,2,"비관주의, 비관론"
28,realism,[n] the practice of accepting a situation as it is and dealing with it; [n] the quality of showing things as they are in real life,2,"현실주의, 현실성; 사실주의"
28,idealism,"[n] the belief that you should live by high standards and ideals, even if they are hard to achieve",2,이상주의
28,reflect,"[v] to throw back light, heat or sound; [v] to show an image of something on a surface such as a mirror; [v] to show or express something",2,"반사하다; 비치다; 반영하다, 나타내다; 숙고하다"
28,stand,[n] an attitude or opinion that you state publicly; [v] to accept something unpleasant; [n] a small shop or table for selling things,2,태도; 입장(에 있다); 견디다; 저항; 판매대; 매점
29,origin,"[n] the beginning or cause of something; [n] the country, race or social class a person comes from",2,"기원, 유래; 출신"
29,heritage,"[n] the history, traditions and qualities that a country or society has had for many years",2,"(국가, 사회의) 유산, 전통[문화]"
29,monument,[n] a structure built to remind people of a person or event; [n] a very old building or site of historical importance,2,"기념물[관]; 유물, 유적"
29,era,[n] a long and distinct period of history,2,"시대, 시기"
29,ancient,[adj] belonging to a period of history thousands of years ago; [adj] very old,2,"고대의, 옛날의; 아주 오래된"
29,primitive,[adj] belonging to an early stage of human society; [adj] very simple and not developed,2,"원시(사회)의, 초기의; 원시적인"
29,tribe,"[n] a group of people who share the same culture, language and ancestors, often living in the same area",2,"부족, 종족"
29,ancestor,[n] a person in your family who lived long before you,2,"선조, 조상"
29,civilize,[v] to bring a society to a more developed stage of social and cultural life; [v] to teach someone to behave in a more polite and educated way,2,"문명화하다, 개화하다"
29,momentary,[adj] lasting for a very short time,2,"순간적인, 찰나의"
29,eternal,[adj] lasting forever or for a very long time; [adj] never changing,2,"영원한, 영구한; 변함없는"
29,immortal,[adj] living forever; never dying,2,"불멸의, 죽지 않는"
29,sacred,[adj] considered to be holy and deserving great respect; [adj] relating to religion,2,"신성한, 성스러운; 종교적인"
29,divine,[adj] coming from or relating to God or a god; holy,2,"신성한, 성스러운; 신(神)의"
29,glory,"[n] praise and worship given to God; [n] great fame, honor and admiration",2,"(신에 대한) 찬양; 영광, 영예"
29,sin,[n] an act that breaks a religious or moral law,2,"(종교, 도덕상의) 죄, 죄악"
29,devil,[n] the most powerful evil spirit in some religions; Satan; [n] an evil spirit,2,"악마, 사탄; 마귀"
29,prophecy,"[n] a statement that something will happen in the future, especially one made by a religious person",2,(특히 종교적인) 예언(력)
29,worship,[v] to show respect and love for a god by praying; [n] the act of showing respect and love for a god,2,"예배(하다), 숭배(하다)"
29,ritual,[n] a series of actions performed as part of a religious ceremony; [adj] done as part of a ceremony or habit,2,"(종교상의) 의식(의), 의례적인 (일)"
29,creed,[n] a set of religious beliefs; [n] a set of principles or beliefs that guide someone's actions,2,"(종교적) 교리(敎理); 신념, 원칙"
29,saint,"[n] a person officially recognized by the Christian church as very holy; [n] a very good, kind or patient person",2,"성인(聖人), 성자; 성인과 같은 사람"
29,priest,[n] a person trained to perform religious duties in a church,2,"사제, 신부(神父); 성직자"
29,appreciate,[v] to recognize the good qualities or value of someone or something; [v] to be grateful for something,2,"인식하다 감상하다, 진가를 알아보다; 고마워하다"
29,charge,[n] responsibility for controlling or caring for something; [n] an official statement accusing someone of a crime; [v] to put electricity into a battery,2,책임(을 맡기다); 담당; 고소(하다); 공격(하다); 충전하다
29,discharge,[v] to send out a substance or energy; [v] to officially allow someone to leave a hospital or prison,2,방출하다; 방전하다; 석방하다; 퇴원시키다; 빚을 갚다
30,aggravate,[v] to make a bad situation or illness worse,2,"악화시키다, 심화시키다"
30,align,[v] to arrange things in a straight line; [v] to change something so that it matches or fits with something else,2,나란히 만들다; 조정[조절]하다
30,blunt,[adj] (of an edge or point) not sharp; [adj] saying exactly what you think without trying to be polite,2,"무딘, 뭉툭한; 직설적인"
30,debris,[n] broken pieces left after something has been destroyed; [n] waste material or rubbish,2,"(파괴된 후의) 잔해, 파편; 쓰레기"
30,deplete,[v] to reduce the amount of something greatly; [v] to use up supplies or resources,2,대폭 감소시키다; 고갈시키다
30,diffuse,[v] to spread something over a wide area; [adj] spread over a wide area,2,분산[확산]시키다; 널리 퍼진
30,embed,[v] to fix something firmly into a surrounding mass or material,2,"(단단히) 박다, 끼워 넣다"
30,eminent,"[adj] famous and respected, especially in a particular profession",2,저명한
30,intricate,[adj] having many small parts or details that are connected in a complicated way,2,"복잡한, 뒤얽힌"
30,nuisance,[n] a person or thing that causes trouble or annoyance,2,"성가신 사람[것], 귀찮음"
30,plausible,[adj] (of an explanation) seeming reasonable and likely to be true,2,"(설명이) 타당한 것 같은, 그럴듯한"
30,premise,[n] a statement or idea that is accepted as true and used as the basis for an argument; [n] the land and buildings that a business owns and uses,2,"(주장의) 전제; 건물이 딸린 토지, 구내"
30,unanimous,[adj] agreed on by everyone in a group,2,"만장일치의, 동의하는"
30,feeble,[adj] physically weak; [adj] not effective or convincing,2,"약한, 연약한; 미미한"
31,index,"[n] a figure that shows the level of prices, wages or other things compared with a previous level; [n] a sign or measure of something",2,"지표, 지수"
31,boom,[n] a period of fast economic growth; [v] (of business) to grow quickly; [n] a sudden increase in popularity,2,호황; 호황을 누리다; (갑작스러운) 인기
31,prosper,"[v] to be successful, especially financially",2,"번영하다, 번성하다"
31,soar,[v] (of prices or amounts) to rise very quickly; [v] to fly or go up high in the air,2,(물가 등이) 급등하다; (하늘 높이) 치솟다
31,surge,[n] a sudden large increase; [v] (of a crowd or water) to move forward suddenly and powerfully,2,(물가 등이) 급등(하다); 밀려들다; 밀려듦
31,plunge,[v] (of prices) to fall suddenly by a large amount; [v] to jump or dive into water,2,"(물가 등이) 급락(하다), 떨어지다; 뛰어들다"
31,inflation,[n] a general continuous increase in prices; [n] the act of filling something with air or gas,2,"인플레이션, 물가상승; 팽창"
31,fluctuate,"[v] to change frequently, especially in amount or level; to rise and fall",2,"계속해서 변동하다, 오르내리다"
31,fund,[n] an amount of money saved or collected for a purpose; [v] to provide money for something,2,자금; 자금을 대다
31,asset,[n] something valuable that a person or company owns; property,2,"자산, 재산"
31,sum,[n] an amount of money; [n] the total amount you get when you add numbers together,2,"액수; 총합, 합계"
31,profit,[n] money that you gain from business after paying all costs; [n] an advantage or benefit,2,"이익, 이득"
31,revenue,[n] the money that a business or organization receives; [n] the money a government receives from taxes,2,"수입, 수익; 세입"
31,margin,[n] the empty space at the side of a page; [n] the profit made on a sale; [n] the difference in amount between two things,2,"여백; 이윤, 이익; (득표 수 등의) 차이"
31,surplus,[n] the amount by which income is greater than spending; [adj] more than is needed; extra,2,흑자; 과잉(의)
31,commission,[n] money paid to someone for selling goods or arranging a deal; [n] an official group of people given a special task,2,수수료; 위원회
31,cutback,"[n] a reduction in something, especially in money spent or number of workers",2,"(비용, 인원 등의) 축소, 삭감"
31,tax,[n] money that people and businesses must pay to the government,2,세금
31,monetary,"[adj] relating to money, especially the money used in a country",2,"통화(通貨)의, 화폐의"
31,deposit,[n] an amount of money put into a bank account; [v] to put money into a bank; [v] to leave a layer of a substance on a surface,2,예금(하다); 맡기다; 침전시키다; 침전물
31,debt,[n] money that you owe to someone else,2,"채무, 빚"
31,loan,[n] money that a bank or person lends to someone; [v] to lend something to someone,2,대출(금); 빌려주다
31,mortgage,"[n] a loan from a bank to buy a house, which you pay back over many years; [v] to give a bank the right to your property in return for a loan",2,담보 대출(금); 저당 잡히다
31,commerce,[n] the activity of buying and selling goods and services; trade,2,상업; 무역
31,transaction,[n] an act of buying or selling something; [n] the process of doing business,2,"거래, 매매; (업무) 처리"
31,retail,[n] the sale of goods directly to customers in stores; [v] to sell goods directly to the public,2,소매(의); 소매로 팔다
31,import,[v] to bring goods into one country from another to sell; [n] goods brought in from another country,2,수입하다; 수입(품)
31,barter,[v] to exchange goods or services for other goods or services without using money; [n] this exchange system,2,물물교환(하다)
31,monopoly,[n] complete control of the supply of a product or service by one company,2,"(시장의) 독점, 전매"
31,auction,[n] a public sale where things are sold to the person who offers the most money; [v] to sell something in this way,2,경매; 경매로 팔다
31,bid,"[n] an offer of a price for something, especially at a public sale; [v] to offer a price for something",2,"(특히 경매에서) 입찰(하다), 값을 부르다"
31,bazaar,[n] a sale of goods to raise money for charity; [n] a market in some Asian or Middle Eastern countries,2,바자
31,vendor,"[n] a person who sells things, often in the street",2,"노점상, 행상인"
31,merchandise,[n] goods that are bought and sold,2,"(매매한) 물품, 상품"
31,warehouse,[n] a large building where goods are stored before they are sold,2,창고
31,stock,[n] a supply of goods kept for sale in a store; [v] to keep a supply of goods; [n] a share in a company,2,재고품; 저장[비축]하다; 주식
31,inventory,[n] a detailed list of all the things in a place; [n] the goods a shop has available to sell,2,물품 목록; 재고품
31,bargain,[n] something bought for less than its usual price; [v] to discuss the price of something to reach an agreement,2,(정상가보다) 싸게 사는 물건; 흥정(하다)
31,warrant,[v] to promise officially that something is true or of good quality; [n] a written guarantee,2,(품질 등을) 보증하다; 보증(서)
31,brochure,[n] a small magazine or book containing pictures and information about a product or service,2,"(안내, 광고용) 책자"
31,withdraw,[v] to take back or remove something; [v] to stop taking part in something; [v] to take money out of a bank account,2,철회하다; 탈퇴하다; 기권하다; 인출하다
32,agriculture,[n] the science or practice of farming,2,"농업, 농사"
32,peasant,[n] a poor farmer who owns or rents a small piece of land,2,"소작농, 농부"
32,fertile,[adj] (of land) able to produce many good crops,2,"비옥한, 기름진"
32,compost,[n] a mixture of decayed plants and food used to improve soil; [v] to put this mixture on soil,2,퇴비; 퇴비를 주다
32,plow,[n] a large farming tool pulled across a field to turn over the soil; [v] to turn over the soil of a field to prepare it for planting crops,2,쟁기(로 갈다); 경작하다
32,reservoir,[n] a lake used as a water supply for an area; [n] a large supply of something,2,저수지; 저장(소)
32,irrigate,[v] to supply water to land or crops through pipes or channels,2,"관개하다, (땅에) 물을 대다"
32,drain,[v] to make liquid flow away from something; [n] a pipe that carries away dirty water; [v] to make someone tired,2,물을 빼다; 배수관; 소모시키다
32,pesticide,[n] a chemical used to kill insects or small animals that damage crops,2,"농약, 살충제"
32,organic,[adj] (of food or farming) produced without artificial chemicals; [adj] relating to living things,2,"유기농의; 유기체의, 생물의"
32,ripe,[adj] (of fruit or crops) fully grown and ready to eat or collect,2,"(곡물, 과일이) 익은; 숙성한"
32,harvest,[n] the crops that are gathered from the fields; [v] to gather crops from the fields,2,수확(물); 수확하다
32,crop,"[n] a plant grown in large amounts, especially for food; [n] the amount of plants gathered at one time",2,농작물; 수확량
32,grain,[n] the seeds of plants such as wheat or rice used as food; [n] a very small hard piece of something,2,곡물; 알갱이
32,mill,[n] a building with a machine for crushing grain into flour; [v] to crush grain into flour; [n] a factory,2,방앗간; 갈다; 공장
32,orchard,[n] a piece of land where fruit trees are grown,2,과수원
32,pasture,[n] land covered with grass where cattle or sheep feed,2,"초원, 목초지"
32,livestock,"[n] animals such as cows, sheep and pigs kept on a farm",2,가축
32,herd,[n] a large group of animals of the same type living or moving together; [v] to move people or animals together in a group,2,"떼, 무리; (무리를) 이끌다"
32,hay,[n] grass that has been cut and dried to feed animals,2,"건초, 말린 풀"
32,graze,[v] (of animals) to eat grass in a field; [v] to put animals in a field to eat grass,2,풀을 뜯다; 방목하다
32,slaughter,[v] to kill animals for food; [n] the killing of many people in a cruel way,2,(가축을) 도살(하다); 대학살
32,log,[n] a thick piece of wood cut from a tree; [v] to cut down trees for wood; [n] an official record of events,2,통나무; 벌목하다; 일지(를 기록하다)
32,timber,[n] wood used for building or making things; [n] trees grown for their wood,2,목재; (목재용) 수목[산림]
32,manufacture,[v] to make goods in large quantities using machines; [n] the process of producing goods,2,"제조(하다), 생산(하다); 제품"
32,automate,[v] to make a process work by machine rather than by people,2,자동화하다
32,label,[n] a piece of paper attached to something giving information about it; [v] to attach a piece of paper with information to something,2,"상표, 라벨; 상표[라벨]를 붙이다"
32,article,[n] a piece of writing in a newspaper or magazine; [n] a separate part of a legal document; [n] a particular object or item,2,(신문 등의) 기사; 조항; 물품
32,bulletin,[n] a short news report on radio or television; [n] an official notice,2,"(뉴스) 속보; 공고, 게시"
32,dispatch,[v] to send someone or something somewhere for a purpose,2,보내다; 파견(하다)
32,relay,[v] to pass on information or a message to someone; [v] to broadcast a signal or program,2,(정보 등을) 전달하다; 중계(하다)
32,publicity,[n] the attention given to someone or something by the media; [n] the business of attracting public attention; advertising,2,(언론의) 관심; 널리 알려짐; 광고
32,censor,[v] to examine books or films and remove parts that are considered unacceptable; [n] a person whose job is to do this,2,검열하다; 검열관
32,press,[v] to push something firmly; [v] to try hard to persuade someone to do something; [n] newspapers and journalists,2,누르다; 강요하다; 인쇄(기); 언론
32,current,[adj] happening or existing now; [n] a continuous flow of water or air in one direction; [n] a flow of electricity,2,현재의; 해류; 기류; 전류; 경향
32,cover,[v] to put something over something else to protect or hide it; [n] something placed over something to protect it; [v] to report on an event for a newspaper or TV,2,덮다; 덮개; 다루다; 취재하다; 충당하다
33,province,[n] one of the large areas into which some countries are divided for government; [n] the parts of a country away from the capital,2,"주(州), 도(道); (수도 외의) 지방"
33,district,"[n] an area of a town or country, especially one with official borders",2,"지역, 구역"
33,metropolitan,[adj] relating to a large city or the capital city of a country,2,"대도시의, 수도의"
33,infrastructure,"[n] the basic systems and services a country needs, such as roads, power supplies and water",2,사회[공공] 기반시설
33,facility,"[n] a building, place or equipment provided for a particular purpose; [n] a natural ability to do something easily",2,"(편의) 시설; 특성, 기능; 재능"
33,endow,[v] to give a large sum of money to a school or organization; [v] to give someone a quality or ability,2,기부하다; (재능 등을) 부여하다
33,wellbeing,"[n] the state of being healthy, happy and comfortable",2,"복지, 안녕"
33,pension,[n] money paid regularly by the government or a company to someone who has retired,2,"연금, 생활보조금"
33,insure,"[v] to buy protection that pays you money if something is lost, damaged or stolen; [v] to make sure that something happens",2,보험에 들다; 보장하다
33,hierarchy,[n] a system in which people or things are arranged in levels according to their importance or rank,2,"계급(제도), 계층"
33,imperial,[adj] relating to an emperor; [adj] relating to an empire,2,황제의; 제국의
33,lord,[n] a man of high rank in society; a nobleman; [n] a man who owned land and ruled people in the past; [n] a title for God,2,"귀족, -경(卿); 영주(領主); 하느님"
33,slave,[n] a person who is owned by another person and forced to work for them without pay,2,노예
33,abuse,[n] cruel or violent treatment of someone; [v] to use something in a wrong or harmful way,2,"학대(하다); 남용(하다), 오용(하다)"
33,orphan,[n] a child whose parents are both dead; [v] to make a child lose both parents,2,고아(로 만들다)
33,bully,"[v] to frighten or hurt a weaker person, often repeatedly; [n] a person who does this",2,"괴롭히다, 따돌리다; 괴롭히는 사람"
33,addict,[n] a person who cannot stop taking drugs or doing something harmful; [v] to make someone unable to stop doing something,2,중독자; 중독시키다
33,exploit,[v] to use something fully for your own advantage; [v] to treat people unfairly by making them work for little money,2,이용하다; 착취하다; 개발하다
33,discriminate,"[v] to treat a person or group worse than others because of race, sex, etc.; [v] to see the difference between things",2,차별하다; 구별[식별]하다
33,segregate,"[v] to keep people of different races, sexes or religions apart and treat them unfairly; [v] to separate one group from others",2,차별하다; 분리하다
33,constrain,[v] to force someone to do something; [v] to limit or restrict something,2,강요하다; 제한[제약]하다
33,suicide,[n] the act of killing yourself on purpose,2,자살
33,impoverish,[v] to make someone poor; [v] to make something worse in quality,2,빈곤하게 하다; 품질을 저하시키다
33,famine,"[n] a situation in which many people do not have enough food, causing hunger and death",2,"기근, 굶주림"
33,plight,[n] a difficult or dangerous situation,2,"역경, 곤경"
33,strike,[v] to hit someone or something hard; [v] to attack suddenly; [n] a period when workers refuse to work to protest,2,치다; 공격하다; 파업(하다); 생각나다
33,stake,[n] a pointed wooden post pushed into the ground; [n] a share of a business; [v] to risk money on the result of something,2,말뚝; 지분(持分); 이해관계; (돈 등을) 걸다
34,statesman,[n] an experienced and respected political leader,2,(경험 많고 존경받는) 정치가
34,regime,"[n] a government, especially one that has not been elected fairly; [n] a system or method of doing things",2,"(특히 비민주적인) 정권; 제도, 체제"
34,monarchy,[n] a system of government by a king or queen; [n] a country ruled by a king or queen,2,군주제; 군주국
34,realm,"[n] an area of activity, interest or knowledge; [n] a country ruled by a king or queen",2,"(지식, 활동 등의) 영역, 범위; 왕국"
34,reign,[v] to rule as king or queen; [n] the period of time during which a king or queen rules,2,"통치하다, 지배하다; 통치 (기간)"
34,federal,[adj] having a system in which several states are united under a central government; [adj] relating to the central government,2,연방제의; 연방 정부의
34,autonomy,[n] the right of a region or group to govern itself; [n] the ability to make your own decisions,2,자치권; 자율(성)
34,sovereign,[adj] (of a country) independent and governing itself; [adj] having the highest power; [n] a king or queen,2,"자주적인, 독립된; 최고 권력을 지닌; 군주, 국왕"
34,tyrant,[n] a ruler who uses power in a cruel and unfair way,2,"폭군, 독재자; 폭군 같은 사람"
34,slogan,"[n] a short phrase that is easy to remember, used in advertising or politics",2,"(정당, 광고 등의) 구호, 슬로건"
34,scheme,[n] an official plan for doing something; [n] a secret plan to get an advantage,2,계획(하다); 책략(을 꾸미다)
34,nominate,[v] to officially suggest someone for a position or prize; [v] to choose someone for a job,2,지명하다; 임명하다
34,chairperson,[n] a person who is in charge of a meeting or organization,2,의장; 회장
34,agenda,[n] a list of things to be discussed at a meeting,2,"의제, 안건"
