unit,word,definition,source,flag
25,deforestation,"[n] The process of destroying a forest and replacing it with something else, especially with an agricultural system; [n] A transformation to eliminate intermediate data structures within a program",Datamuse 조회,
25,ecology,[n] Any study of the relationships of components of a system with their environment and with each other; [n] The totality or pattern of relationships of components of a system with their environment and with each other,Datamuse 조회,
25,biodiversity,[n] The diversity (number and variety of species) of plant and animal life within a region,Datamuse 조회,검토권장
25,habitat,"[n] A range; a place where a species naturally occurs; [n] A terrestrial or aquatic area distinguished by geographic, abiotic and biotic features, whether entirely natural or semi-natural",Datamuse 조회,
25,preserve,"[v] To protect; to keep from harm or injury; [v] To save from decay by the use of some preservative substance, such as sugar or salt; to season and prepare (fruits, meat, etc.) for...",Datamuse 조회,
25,purify,"[v] To cleanse, or rid of impurities; [v] To free from guilt or sin",Datamuse 조회,
25,eco-friendly,[adj] Ecologically friendly; not damaging to the natural environment,Datamuse 조회,
25,sustainable,"[adj] Able to be produced or sustained for an indefinite period without damaging the environment, or without depleting a resource; renewable; [n] A renewable energy source",Datamuse 조회,
26,pregnant,"[adj] Meaningful, having numerous possibilities or implications; full of promise; abounding in ability, resources, etc; [adj] Carrying developing offspring within the body",Datamuse 조회,
26,adolescent,"[n] A person who is in adolescence; someone who has reached puberty but is not yet an adult; [adj] Of, relating to, or at the age of adolescence; at the stage between being a child and an adult",Datamuse 조회,
26,perish,[v] To die; to cease to live; [v] To decay and disappear; to waste away to nothing,Datamuse 조회,
26,doom,"[n] An undesirable fate; an impending severe occurrence or danger that seems inevitable; [n] Dread; a feeling of danger, impending danger, darkness, or despair",Datamuse 조회,
26,grave,"[n] Deceased people; the dead; [n] Death, destruction",Datamuse 조회,
26,legacy,[n] Something inherited from a predecessor or the past; [n] Money or property bequeathed to someone in a will,Datamuse 조회,
26,heir,"[n] Someone who inherits, or is designated to inherit, the property of another; [n] One who inherits, or has been designated to inherit, a hereditary title or office",Datamuse 조회,
26,parental,[adj] Of or relating to a parent; [adj] Befitting a parent; affectionate; tender,Datamuse 조회,
26,sibling,[n] A person who shares a parent; one's brother or sister who one shares a parent with; [n] A node in a data structure that shares its parent with another node,Datamuse 조회,
26,offspring,"[n] A person's daughter or son; a person's child; [n] Any of a person's descendants, including of further generations",Datamuse 조회,
26,fellow,"[n] An equal in character, power, rank, etc.; a peer; [n] A person living at the same time, or about the same age as another, especially when in the same field of study or work",Datamuse 조회,
26,bride,[n] A woman in the context of her own wedding; one who is going to marry or has just been married; [n] an individual loop or other device connecting the patterns in lacework,Datamuse 조회,
26,nurture,[n] The act or process of encouraging the growth or development of something; [n] The act of nourishing or nursing; tender care,Datamuse 조회,
26,quarrel,"[n] A dispute or heated argument (especially one that is verbal); [v] To argue fiercely; to contend; to squabble; to cease to be on friendly terms, to fall out",Datamuse 조회,
26,alienate,"[v] To estrange; to withdraw affections or attention from; to make indifferent or averse, where love or friendship before subsisted; [v] To cause one to feel unable to relate",Datamuse 조회,
26,divorce,[n] The legal dissolution of a marriage; [v] To legally dissolve a marriage between two people,Datamuse 조회,
26,farewell,"[n] A wish of happiness or safety at parting, especially a permanent departure; [n] A departure; the act of leaving",Datamuse 조회,
26,reconcile,[v] To restore a friendly relationship; to bring back or return to harmony; [v] To make things compatible or consistent,Datamuse 조회,
26,discipline,[n] A controlled behaviour; self-control; [n] An enforced compliance or control,Datamuse 조회,
26,aptitude,[n] Natural ability to acquire knowledge or skill; [n] The condition of being suitable,Datamuse 조회,
26,expertise,"[n] Great skill or knowledge in a particular field or hobby; [n] Advice, or opinion, of an expert",Datamuse 조회,
26,scholar,[n] A specialist in a particular branch of knowledge; [n] A learned person; a bookman,Datamuse 조회,
26,guideline,[n] A non-specific rule or principle that provides direction to action or behaviour; [n] A plan or explanation to guide one in setting standards or determining a course of action,Datamuse 조회,
26,encyclopedia,"[n] A comprehensive reference work (often spanning several printed volumes) with articles (usually arranged in alphabetical order, or...; [n] Similarly comprehensive works in other formats",Datamuse 조회,
26,secondary,"[adj] Next in order to the first or primary; of second place in origin, rank, etc; [adj] Originating from a deputy or delegated person or body",Datamuse 조회,
26,faculty,"[n] The academic staff at schools, colleges, universities or not-for-profit research institutes, as opposed to the students or support...; [n] A division of a university",Datamuse 조회,
26,dormitory,"[n] A building or part of a building which houses students, soldiers, monks etc. who sleep there and use communal further facilities; [n] A room containing a number of beds (and often some other furniture and/or utilities) for sleeping, often applied to student and...",Datamuse 조회,
26,tuition,"[n] A sum of money paid for instruction (such as in a private school, boarding school, university, or college); [n] The training or instruction provided by a teacher or tutor",Datamuse 조회,
26,sophomore,"[n] A second-year undergraduate student in a college or university, or a second-year student in a four-year secondary school or high school; [adj] The second in a series, especially, the second of an artist’s albums or the second of four years in a high school (tenth grade) or...",Datamuse 조회,
26,undergraduate,"[n] A student at a university who has not yet received a degree; [adj] Of, relating to, or being an undergraduate",Datamuse 조회,
26,diploma,[n] A document issued by an educational institution testifying that the recipient has earned a degree or has successfully completed a...,Datamuse 조회,
26,bachelor,"[n] A person, especially a man, who is socially regarded as able to marry, but has not yet; [n] A kind of bass, an edible freshwater fish (Pomoxis annularis) of the southern United States",Datamuse 조회,
26,issue,"[n] The action or an instance of flowing or coming out, an outflow, particularly:; [n] Someone or something that flows out or comes out, particularly:",Datamuse 조회,
26,cast,"[v] To throw forward (a fishing line, net etc.) into the sea; [v] To throw down or aside",Datamuse 조회,
26,deliver,[v] To bring or transport something to its destination; [v] To hand over or surrender (someone or something) to another,Datamuse 조회,
27,linguistic,[adj] Of or relating to language; [adj] Of or relating to linguistics,Datamuse 조회,
27,bilingual,[adj] Having the ability to speak two languages fluently; [n] A person who is able to use two languages,Datamuse 조회,
27,usage,"[n] The act of using something; use, employment; [n] Utilization",Datamuse 조회,
27,verbal,"[adj] Of or relating to words; [adj] Concerned with the words, rather than the substance of a text",Datamuse 조회,
27,vowel,"[n] A sound produced by the vocal cords with relatively little restriction of the oral cavity, forming the prominent sound of a syllable; [n] A letter or diacritic representing the sound of a vowel; in English, the vowels are a, e, i, o, u, w (rarely), y (sometimes)",Datamuse 조회,검토권장
27,intonation,"[n] Emotive stress used to increase the power of delivery in speech; [n] Reciting in a musical prolonged tone; intonating or singing of the opening phrase of a plain-chant, psalm, or canticle by a single...",Datamuse 조회,
27,pronounce,[v] To sound out (a word or phrase); to articulate; [v] To produce the components of speech,Datamuse 조회,
27,utter,"[adj] To the furthest or most extreme extent; absolute, complete, total, unconditional; [v] Senses relating to expressing sounds, etc., or disclosing something",Datamuse 조회,
27,fluent,"[adj] Able to use a language accurately, rapidly, and confidently; [adj] That flows; flowing, liquid",Datamuse 조회,
27,dialect,"[n] A variety of a language that is characteristic of a particular area, community, or social group, differing from other varieties of the...; [n] A lect (often a regional or minority language) as part of a group or family of languages, especially if they are viewed as a single...",Datamuse 조회,검토권장
27,analogy,"[n] A relationship of resemblance or equivalence between two situations, people, or objects, especially when used as a basis for...; [n] The proportion or the equality of ratios",Datamuse 조회,
27,metaphor,"[n] The use of a word, phrase, concept, or set of concepts to refer to something other than its literal meaning, invoking an implicit...; [n] A word or phrase used in such implied comparison",Datamuse 조회,
27,exaggerate,"[v] To overstate, to describe more than the fact; [adj] Exaggerative; overblown",Datamuse 조회,
27,paradox,"[n] An apparently self-contradictory statement, which can only be true if it is false, and vice versa; [n] A counterintuitive conclusion or outcome",Datamuse 조회,
27,irony,[n] Contradiction between circumstances and expectations; condition contrary to what might be expected; [n] An ironic statement,Datamuse 조회,
27,discourse,"[n] Expression in words, either speech or writing; [n] A conversation",Datamuse 조회,
27,profess,"[v] To declare; to assert, affirm; [v] To make a claim (to be something); to lay claim to (a given quality, feeling etc.), often with connotations of insincerity",Datamuse 조회,
27,murmur,"[n] Any low, indistinct sound, like that of running water; [n] Soft indistinct speech",Datamuse 조회,
27,exclaim,"[v] To cry out suddenly, from some strong emotion; [v] To say suddenly and with strong emotion",Datamuse 조회,
27,vow,"[n] A solemn promise to perform some act, or behave in a specified manner, especially a promise to live and act in accordance with the...; [n] A declaration or assertion",Datamuse 조회,
27,pledge,[v] To make a solemn promise (to do something); [v] To deposit something as a security; to pawn,Datamuse 조회,
27,urge,[n] A strong desire; an itch to do something; [v] To press; to push; to drive; to impel; to force onward,Datamuse 조회,
27,dispute,"[n] An argument or disagreement, a failure to agree; [n] Verbal controversy or disagreement; altercation; debate",Datamuse 조회,
27,justify,[v] To provide an acceptable explanation for; [v] To be a good reason behind a normally-unacceptable action; to warrant,Datamuse 조회,
27,advocate,"[n] A person who speaks in support of something, or someone; proponent; [v] To plead in favour of; to defend by argument, before a tribunal or the public; to support, vindicate, or recommend publicly",Datamuse 조회,
27,draft,"[v] To write a first version; to make a preliminary sketch; [v] To conscript (a person); to force (a person) to serve in some capacity, especially in the military",Datamuse 조회,
27,plot,"[n] An area or land used for building on or planting on; [n] A secret plan to achieve an end, the end or means usually being illegal or otherwise questionable",Datamuse 조회,
27,genre,"[n] A kind; a stylistic category or sort, especially of literature or other artworks; [v] To assign or conform to a genre, to make genre-specific",Datamuse 조회,
27,narrative,[adj] Of or relating to narration; [adj] Telling a story,Datamuse 조회,
27,lyric,[adj] Of or relating to a writer of such poetry; [adj] Of or relating to musical drama and opera,Datamuse 조회,
27,myth,"[n] A commonly-held but false belief, a common misconception; a fictitious or imaginary person or thing; a popular conception about a real...; [n] A traditional story which embodies a belief regarding some fact or phenomenon of experience, and in which often the forces of nature...",Datamuse 조회,
27,humorous,"[adj] Full of humor or arousing laughter; funny; [adj] Showing humor; witty, jocular",Datamuse 조회,
27,monotonous,"[adj] Tedious, repetitious, or lacking in variety; [adj] Having an unvarying pitch or tone",Datamuse 조회,
27,gloomy,"[adj] Suffering from gloom; melancholy; dejected; [adj] Not very illuminated; dim because of darkness, especially when appearing depressing or frightening",Datamuse 조회,
27,solemn,[adj] Deeply serious and sombre; grave; [adj] Characterized by or performed with appropriate or great ceremony or formality,Datamuse 조회,
27,account,"[n] A statement in general of reasons, causes, grounds, etc., explanatory of some event; a reason of an action to be done; [n] A reason, grounds, consideration, motive; a person's sake",Datamuse 조회,
27,note,[n] A symbol or annotation; [n] A mark or token by which a thing may be known; a visible sign; a character; a distinctive mark or feature; a characteristic quality,Datamuse 조회,
28,rational,[adj] Capable of reasoning; [adj] Logically sound; not self-contradictory or otherwise absurd,Datamuse 조회,
28,logic,[n] The mathematical study of relationships between rigorously defined concepts and of mathematical proof of statements; [n] A formal or informal language together with a deductive system or a model-theoretic semantics,Datamuse 조회,
28,coherent,"[adj] Orderly, logical and consistent; [adj] Unified; sticking together; making up a whole",Datamuse 조회,
28,factual,"[adj] True, accurate, corresponding to reality; [adj] Pertaining to or consisting of objective claims",Datamuse 조회,
28,contemplate,[v] To look at on all sides or in all its aspects; to view or consider with continued attention; to regard with deliberate care; to...; [v] To consider as a possibility,Datamuse 조회,
28,ponder,"[v] To consider (something) carefully and thoroughly; [v] To wonder, think of deeply",Datamuse 조회,
28,meditate,[v] To contemplate; to keep the mind fixed upon something; to study; [v] To consider; to reflect on,Datamuse 조회,
28,presume,"[v] To assume or suggest to be true (without proof); to take for granted, to suppose; [v] To be so presumptuous as (to do something) without proper authority or permission [with to (+ infinitive)]",Datamuse 조회,
28,quest,"[n] A journey or effort in pursuit of a goal (often lengthy, ambitious, or fervent); a mission; [n] The act of seeking, or looking after anything; attempt to find or obtain; search; pursuit",Datamuse 조회,
28,embody,[v] To represent in a physical or concrete form; to incarnate or personify; [v] To comprise or include as part of a cohesive whole; to be made up of,Datamuse 조회,
28,cognitive,"[adj] Relating to the part of mental functions that deals with logic, as opposed to affective which deals with emotions; [adj] Intellectual",Datamuse 조회,
28,insight,[n] Power of acute observation and deduction; [n] A sight or view of the interior of anything; a deep inspection or view; introspection; frequently used with into,Datamuse 조회,
28,intuition,[n] Immediate cognition without the use of conscious rational processes; [n] A perceptive insight gained by the use of this faculty,Datamuse 조회,
28,viewpoint,"[n] An angle, outlook or point of view; [n] The position from which something is observed or considered",Datamuse 조회,
28,perspective,"[n] The choice of a single angle or point of view from which to sense, categorize, measure or codify experience; [n] A view, vista or outlook",Datamuse 조회,
28,outlook,[n] An attitude or point of view; [n] Expectation for the future,Datamuse 조회,
28,notion,"[n] Mental apprehension of whatever may be known, thought, or imagined; idea, concept; [n] A sentiment; an opinion",Datamuse 조회,
28,criteria,[n] the standards by which something is judged or decided,손으로 작성,검토권장
28,bias,[n] Inclination towards something; [n] The diagonal line between warp and weft in a woven fabric,Datamuse 조회,
28,prejudice,"[n] An adverse judgment or opinion formed beforehand or without knowledge of the facts; [n] A preconception, any preconceived opinion or feeling, whether positive or negative",Datamuse 조회,
28,fallacy,"[n] Deceptive or false appearance; that which misleads the eye or the mind; [n] An argument, or apparent argument, which professes to be decisive of the matter at issue, while in reality it is not; a specious...",Datamuse 조회,
28,obsess,[v] To dominate the thoughts of someone; [v] To be preoccupied with a single topic or emotion,Datamuse 조회,
28,ego,"[n] The self, especially with a sense of self-importance; [n] A person's self-esteem and opinion of themselves",Datamuse 조회,
28,ideology,"[n] Doctrine, philosophy, body of beliefs or principles belonging to an individual or group; [n] The study of the origin and nature of ideas",Datamuse 조회,
28,pessimism,[n] A general belief that bad things will happen; [n] The doctrine that this world is the worst of all possible worlds,Datamuse 조회,
28,realism,[n] A concern for fact or reality and rejection of the impractical and visionary; [n] An artistic representation of reality as it is,Datamuse 조회,
28,idealism,[n] The property of a person of having high ideals that are usually unrealizable or at odds with practical life; [n] The practice or habit of giving or attributing ideal form or character to things; treatment of things in art or literature according...,Datamuse 조회,
28,reflect,"[v] To think seriously; to ponder or consider; [v] To mirror, or show the image of something",Datamuse 조회,
28,stand,[v] To position or be positioned physically:; [v] To support oneself on the feet in an erect position,Datamuse 조회,
29,origin,"[n] The beginning of something; [n] The source of a river, information, goods, etc",Datamuse 조회,
29,heritage,[n] A tradition; a practice or set of values that is passed down from preceding generations through families or through institutional...; [n] An inheritance; property that may be inherited,Datamuse 조회,
29,monument,"[n] A structure built for commemorative or symbolic reasons, or as a memorial; a commemoration; [n] An important site owned by the community as a whole",Datamuse 조회,
29,era,"[n] A time period of indeterminate length, generally more than one year; [n] An indefinite period of time in one’s life characterized by a particular interest",Datamuse 조회,
29,ancient,"[adj] Having lasted from a remote period; having been of long duration; of great age, very old; [adj] Existent or occurring in time long past, usually in remote ages; belonging to or associated with antiquity; old, as opposed to modern",Datamuse 조회,
29,primitive,"[adj] Of or pertaining to the beginning or origin, or to early times; original; primordial; primeval; first; [n] A simple-minded person",Datamuse 조회,
29,tribe,"[n] A socially cohesive group of people within a society; [n] A nation or people considered culturally primitive, as may be the case in Africa, Australia or Native America",Datamuse 조회,
29,ancestor,"[n] One from whom a person is descended, whether on the father's or mother's side, at any distance of time; a progenitor; a forefather; a...; [n] An earlier type; a progenitor",Datamuse 조회,
29,momentary,[adj] Lasting for only a moment; [adj] Ephemeral or relatively short-lived,Datamuse 조회,
29,eternal,[adj] Lasting forever; unending; [n] One who lives forever; an immortal,Datamuse 조회,
29,immortal,[adj] Not susceptible to death; living forever; never dying; [adj] Never to be forgotten; that merits being always remembered,Datamuse 조회,
29,sacred,"[adj] Characterized by solemn religious ceremony or religious use, especially, in a positive sense; consecrated, made holy; [adj] Religious; relating to religion, or to the services of religion; not secular",Datamuse 조회,
29,divine,"[adj] Of or pertaining to a god; [adj] Eternal, holy, or otherwise godlike",Datamuse 조회,
29,glory,"[n] Honour, admiration, or distinction, accorded by common consent to a person or thing; high reputation; renown; [n] Great beauty and splendor",Datamuse 조회,
29,sin,[n] A misdeed or wrong; [n] A flaw or mistake,Datamuse 조회,
29,devil,"[n] A wicked or naughty person, or one who harbors reckless, spirited energy, especially in a mischievous way; usually said of a young...; [n] The bad part of the conscience; the opposite to the angel",Datamuse 조회,
29,prophecy,"[n] A prediction, especially one made by a prophet or under divine inspiration; [n] The public interpretation of Scripture",Datamuse 조회,
29,worship,[n] The devotion accorded to a deity or to a sacred object; [n] The religious ceremonies that express this devotion,Datamuse 조회,
29,ritual,"[n] A rite; a repeated set of actions, especially in religious contexts; [adj] Related to a rite or repeated set of actions",Datamuse 조회,
29,creed,"[n] That which is believed; accepted doctrine, especially religious doctrine; a particular set of beliefs; any summary of principles or...; [n] A reading or statement of belief that summarizes the faith it represents; a confession of faith for public use, especially one which...",Datamuse 조회,
29,saint,"[n] A person with similarly overwhelming positive qualities; one who does good; [n] A nickname, given to someone of very good character",Datamuse 조회,
29,priest,"[n] A religious clergyman (clergywoman, clergyperson) who is trained to perform services or sacrifices at a church or temple; [n] A blunt tool, used for quickly stunning and killing fish",Datamuse 조회,
29,appreciate,[v] To view as valuable; [v] To be grateful or thankful for,Datamuse 조회,
29,charge,[n] The amount of money levied for a service; [n] A forceful forward movement,Datamuse 조회,
29,discharge,"[v] To free of a debt, claim, obligation, responsibility, accusation, etc.; to absolve; to acquit; to forgive; to clear; [v] To accomplish or complete, as an obligation",Datamuse 조회,
30,aggravate,[v] To make (any bad thing) worse; [v] To make (an offence) worse or more severe; to increase in offensiveness or heinousness,Datamuse 조회,
30,align,"[v] To adjust to a line; to range or form in line; to bring into line; [v] To organize in a consistent, defined way, perhaps in an abstract sense",Datamuse 조회,
30,blunt,[adj] Having a thick edge or point; not sharp; [adj] Abrupt in address; plain; unceremonious; wanting in the forms of civility; rough in manners or speech,Datamuse 조회,
30,debris,"[n] Rubble, wreckage, scattered remains of something destroyed; [n] Litter and discarded refuse",Datamuse 조회,
30,deplete,"[v] To reduce the amount of; to remove (a substance from something):; [v] To use up, exhaust, or consume (power or resources)",Datamuse 조회,
30,diffuse,"[v] To spread (something) over or through as in air, water, or other matter, especially by fluid motion or passive means; [v] To be spread over or through as in air, water, or other matter, especially by fluid motion or passive means",Datamuse 조회,
30,embed,[v] To encapsulate within another document or data file; [v] To include (something) in surrounding matter,Datamuse 조회,
30,eminent,"[adj] Distinguished, important, noteworthy; [adj] Noteworthy, remarkable, great",Datamuse 조회,
30,intricate,[adj] Having a great deal of fine detail or complexity; [v] To become enmeshed or entangled,Datamuse 조회,
30,nuisance,[n] A minor annoyance or inconvenience; [n] A person or thing causing annoyance or inconvenience,Datamuse 조회,
30,plausible,"[adj] Seemingly or apparently valid, likely, or acceptable; conceivably true or likely; [adj] Obtaining approbation; specifically pleasing; apparently right; specious",Datamuse 조회,
30,premise,[n] A proposition antecedently supposed or proved; something previously stated or assumed as the basis of further argument; a condition; a...; [v] To state or assume something as a proposition to an argument,Datamuse 조회,
30,unanimous,"[adj] Sharing the same views or opinions, and being in harmony or accord; [adj] Based on unanimity, assent or agreement",Datamuse 조회,
30,feeble,"[adj] Deficient in physical strength; [adj] Lacking force, vigor, or effectiveness in action or expression; faint",Datamuse 조회,
31,index,"[n] An alphabetical listing of items and their location; [n] That which points out; that which shows, indicates, manifests, or discloses",Datamuse 조회,
31,boom,"[v] To make a loud, hollow, resonant sound; [v] To exclaim with force, to shout, to thunder",Datamuse 조회,
31,prosper,[v] To grow; to increase; [v] To be successful; to succeed; to be fortunate or prosperous; to thrive; to make gain,Datamuse 조회,
31,soar,"[v] To fly high with little effort, like a bird; [v] To mount upward on wings, or as on wings, especially by gliding while employing rising air currents",Datamuse 조회,
31,surge,"[n] A sudden transient rush, flood or increase; [v] To rush, flood, or increase suddenly",Datamuse 조회,
31,plunge,"[v] To dive, leap or rush (into water or some liquid); to submerge oneself; [v] To thrust into liquid, or into any penetrable substance; to immerse",Datamuse 조회,
31,inflation,"[n] An act, instance of, or state of expansion or increase in size, especially by injection of a gas or liquid; [n] Undue expansion or increase, as of academic grades",Datamuse 조회,
31,fluctuate,[v] To vary irregularly; to swing; [v] To be irresolute; to waver,Datamuse 조회,
31,fund,[n] A sum or source of money; [n] An organization managing such money,Datamuse 조회,
31,asset,"[n] A thing or quality that has value, especially one that generates cash flows; [n] Any item recorded on the left-hand side of a balance sheet",Datamuse 조회,
31,sum,[n] A quantity obtained by addition or aggregation; [n] A quantity of money,Datamuse 조회,
31,profit,"[v] To benefit, gain; [v] To take advantage of, exploit, use",Datamuse 조회,
31,revenue,[n] The total income received from a given source; [n] All income generated for some political entity's treasury by taxation and other means,Datamuse 조회,
31,margin,"[n] A difference or ratio between results, characteristics, scores; [n] A permissible difference; allowing some freedom to move within limits",Datamuse 조회,
31,surplus,"[n] That which remains when use or need is satisfied, or when a limit is reached; excess; overplus; overage; [n] Specifically, an amount in the public treasury at any time greater than is required for the ordinary purposes of the government",Datamuse 조회,
31,commission,"[n] A fee charged by an agent or broker for carrying out a transaction; [n] A body or group of people, officially tasked with carrying out a particular function",Datamuse 조회,
31,cutback,"[n] A reduction of some sort in an existing program or service; [n] An inversion feature of a rollercoaster, similar to a corkscrew but with the second half reversed",Datamuse 조회,
31,tax,[n] A burdensome demand; [v] To make excessive demands on,Datamuse 조회,
31,monetary,"[adj] Of, pertaining to, or consisting of money",Datamuse 조회,
31,deposit,[v] To put money or funds into an account; [n] Anything left behind on a surface,Datamuse 조회,
31,debt,"[n] The state or condition of owing something to another; [n] An action, state of mind, or object one has an obligation to perform for another, adopt toward another, or give to another",Datamuse 조회,
31,loan,[n] The permission to borrow any item; [n] A sum of money or other property that a natural or legal person borrows from another with the condition that it be returned or repaid...,Datamuse 조회,
31,mortgage,"[v] To borrow against a property, to obtain a loan for another purpose by giving away the right of seizure to the lender over a fixed...; [v] To pledge and make liable; to make subject to obligation; to achieve an immediate result by paying for it in the long term",Datamuse 조회,
31,commerce,"[n] Social intercourse; the dealings of one person or class in society with another; familiarity; [n] The exchange or buying and selling of commodities; especially the exchange of merchandise, on a large scale, between different places...",Datamuse 조회,
31,transaction,"[n] An exchange or trade, as of ideas, money, goods, etc; [n] The act of conducting or carrying out (business, negotiations, plans)",Datamuse 조회,
31,retail,[adj] Of or relating to the (actual or figurative) sale of goods or services directly to individuals; [v] To repeat or circulate (news or rumours) to others,Datamuse 조회,
31,import,"[v] To bring (something) in from a foreign country, especially for sale or trade; [n] Something brought in from an exterior source, especially for sale or trade",Datamuse 조회,
31,barter,[n] An exchange of goods or services without the use of money; [v] To exchange goods or services without involving money,Datamuse 조회,
31,monopoly,"[n] A situation, by legal privilege or other agreement, in which solely one party (company, cartel etc.) exclusively provides a particular...; [n] An exclusive control over the trade or production of a commodity or service through exclusive possession",Datamuse 조회,
31,auction,[n] A public event where goods or property are sold to the highest bidder; [v] To sell at an auction,Datamuse 조회,
31,bid,[v] To make an offer to pay or accept a certain price; [v] To offer as a price; to tender,Datamuse 조회,
31,bazaar,"[n] A marketplace, particularly in the Middle East and South Asia, and often covered with shops and stalls; [n] A fair or temporary market, often for charity",Datamuse 조회,
31,vendor,[n] A person or a company that vends or sells; [n] A vending machine,Datamuse 조회,
31,merchandise,"[n] Goods which are or were offered or intended for sale; [n] Commercial goods connected (branded) with an entity such as a team, band, company, charity, work of fiction, festival, or meme....",Datamuse 조회,
31,warehouse,"[n] A place for storing large amounts of products. In logistics, a place where products go to from the manufacturer before going to the...; [v] To acquire and then shelve, simply to prevent competitors from acquiring it",Datamuse 조회,
31,stock,"[n] A store or supply; [n] A supply of anything, stored until used; especially, such a supply that is ready for use",Datamuse 조회,
31,inventory,"[n] A space containing the items available to a character, especially in a video game, for immediate use; [n] The stock of an item on hand at a particular location or business",Datamuse 조회,
31,bargain,"[n] An item purchased for significantly less than the usual, or recommended, price; [n] An agreement between parties concerning the sale of property; or a contract by which one party binds themself to transfer the right to...",Datamuse 조회,
31,warrant,"[n] A judicial writ authorizing an officer to make a search, seizure, or arrest, or to execute a judgment; [n] An order that serves as authorization; especially a voucher authorizing payment or receipt of money",Datamuse 조회,
31,brochure,"[n] A booklet of printed informational matter, like a pamphlet, often for promotional purposes",Datamuse 조회,
31,withdraw,"[v] To draw or pull (something) away or back from its original position or situation; [v] To take away or take back (something previously given or permitted); to remove, to retract",Datamuse 조회,
32,agriculture,"[n] The art or science of cultivating the ground, including the growing and harvesting of crops, and the rearing and management of...",Datamuse 조회,
32,peasant,"[n] A member of the lowly social class that toils on the land, constituted by small farmers and tenants, sharecroppers, farmhands and...; [n] A country person",Datamuse 조회,
32,fertile,"[adj] Of land, etc.: capable of growing abundant crops; productive; [adj] Of one's imagination, etc.: active, productive, prolific",Datamuse 조회,
32,compost,[n] The decayed remains of organic matter that has rotted into a natural fertilizer; [n] A medium in which one can cultivate plants,Datamuse 조회,
32,reservoir,[n] A large natural or artificial lake used as a source of water supply; [n] A place where anything is kept in store,Datamuse 조회,
32,irrigate,"[v] To supply (farmland) with water, by building ditches, pipes, etc; [v] To clean (a wound) with a fluid",Datamuse 조회,
32,drain,[v] To deplete of energy or resources; [v] To cause liquid to flow out of,Datamuse 조회,
32,pesticide,"[n] Anything, especially a synthetic substance but also any substance (e.g. sulfur), or virus, bacterium, or other organism, which kills...",Datamuse 조회,
32,organic,[adj] Developing in a gradual or natural fashion; [adj] Harmonious; coherent; structured,Datamuse 조회,
32,ripe,"[adj] Of a fruit, vegetable, seed, etc., ready for reaping or gathering; having attained perfection; mature; [adj] Of a food, advanced to the state of fitness for use; mellow",Datamuse 조회,
32,harvest,"[n] The season of gathering ripened crops; specifically, the time of reaping and gathering grain; [n] The product or result of any exertion or course of action; reward or consequences",Datamuse 조회,
32,crop,"[n] The production amount of such an output for a specific season or year, particularly of plants; [n] A group of vesicles at the same stage of development in a disease",Datamuse 조회,
32,grain,"[n] The harvested seeds of various grass food crops eg: wheat, corn, barley; [n] Similar seeds from any food crop, e.g., buckwheat, amaranth, quinoa",Datamuse 조회,
32,mill,"[n] A grinding apparatus for substances such as grains, seeds, etc. (Some are small and simple, and some are large and complex.); [n] The building housing such a grinding apparatus; also, any similar building that houses a similarly material activity (such as weaving...",Datamuse 조회,
32,orchard,[n] A garden or an area of land for the cultivation of fruit or nut trees; [n] The trees themselves cultivated in such an area,Datamuse 조회,
32,pasture,"[n] Land, specifically, an open field, on which livestock is kept for feeding; [n] Ground covered with grass or herbage, used or suitable for the grazing of livestock",Datamuse 조회,
32,livestock,[n] Farm animals; animals domesticated for cultivation,Datamuse 조회,
32,herd,[n] A number of domestic animals assembled together under the watch or ownership of a keeper; [n] Any collection of animals gathered or travelling in a company,Datamuse 조회,
32,hay,[n] Grass cut and dried for use as animal fodder; [n] Any mix of green leafy plants used for fodder,Datamuse 조회,
32,graze,[n] The act of animals feeding from pasture; [v] To feed on; to eat (growing herbage); to eat grass from (a pasture),Datamuse 조회,
32,slaughter,"[n] The killing of animals, generally for food; [n] A massacre; the killing of a large number of people",Datamuse 조회,
32,log,"[n] The trunk of a dead tree, cleared of branches; [n] Any bulky piece as cut from the above, used as timber, fuel etc",Datamuse 조회,
32,timber,[n] Trees in a forest regarded as a source of wood; [n] Wood that has been pre-cut and is ready for use in construction,Datamuse 조회,
32,manufacture,"[n] The action or process of making goods systematically or on a large scale; [v] To make things, usually on a large scale, with tools and either physical labor or machinery",Datamuse 조회,
32,automate,[v] To replace or enhance human labor with machines,Datamuse 조회,
32,label,[n] A small ticket or sign giving information about something to which it is attached or intended to be attached; [n] A name given to something or someone to categorise them as part of a particular social group,Datamuse 조회,
32,article,"[n] A piece of nonfiction writing such as a story, report, opinion piece, or entry in a newspaper, magazine, journal, encyclopedia, etc; [n] An object, a member of a group or class",Datamuse 조회,
32,bulletin,"[n] A short report, especially one released through official channels to be immediately broadcast or publicized; [n] A time-sensitive news item or short news report",Datamuse 조회,
32,dispatch,[v] To send (a shipment) with promptness; [v] To send (a person) away hastily,Datamuse 조회,
32,relay,[v] To pass on or transfer (information); [n] A series of vehicles travelling in sequence,Datamuse 조회,
32,publicity,[n] Advertising or other activity designed to rouse public interest in something; [n] Public interest attracted in this way,Datamuse 조회,
